wdgraph,value
['[1*]Oc1ccc(Oc2ccc(Oc3ccc(OC(=O)c4ccc(Oc5ccc(Oc6ccc(C([2*])=O)cc6)cc5)cc4)cc3)cc2)cc1.[3*]Oc1ccc(Oc2ccc(Oc3ccc(OC(=O)c4ccc(Oc5ccc(Oc6ccc(C([4*])=O)cc6)cc5)cc4)cc3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],76.73
['[1*]Oc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(OC(=O)c5ccc(Oc6ccc(Oc7ccc(C([2*])=O)cc7)cc6)cc5)cc4)cc3)cc2)cc1.[3*]Oc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(OC(=O)c5ccc(Oc6ccc(Oc7ccc(C([4*])=O)cc7)cc6)cc5)cc4)cc3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],30.44
['[1*]Oc1ccc(Oc2cccc(C(=O)Oc3ccc(OC(=O)c4cccc([2*])c4)cc3)c2)cc1.[3*]Oc1ccc(Oc2cccc(C(=O)Oc3ccc(OC(=O)c4cccc([4*])c4)cc3)c2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],44.88
['[1*]Oc1ccc(Oc2cccc(C(=O)Oc3ccc(-c4ccc(OC(=O)c5cccc([2*])c5)cc4)cc3)c2)cc1.[3*]Oc1ccc(Oc2cccc(C(=O)Oc3ccc(-c4ccc(OC(=O)c5cccc([4*])c5)cc4)cc3)c2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],57.07
['[1*]Oc1ccc(OC(=O)c2cccc(Oc3ccc(-c4ccc(Oc5cccc(C([2*])=O)c5)cc4)cc3)c2)cc1.[3*]Oc1ccc(OC(=O)c2cccc(Oc3ccc(-c4ccc(Oc5cccc(C([4*])=O)c5)cc4)cc3)c2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],56.34
['[1*]Oc1cccc(Oc2ccc(Oc3cccc(OC(=O)c4ccc(C([2*])=O)cc4)c3)cc2)c1.[3*]Oc1cccc(Oc2ccc(Oc3cccc(OC(=O)c4ccc(C([4*])=O)cc4)c3)cc2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],18.79
['[1*]Oc1cccc(Oc2ccc(Oc3cccc(OC(=O)c4ccc(-c5ccc(C([2*])=O)cc5)cc4)c3)cc2)c1.[3*]Oc1cccc(Oc2ccc(Oc3cccc(OC(=O)c4ccc(-c5ccc(C([4*])=O)cc5)cc4)c3)cc2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],58.26
['[1*]Oc1cccc(Oc2ccc(C(=O)Oc3cccc(OC(=O)c4ccc([2*])cc4)c3)cc2)c1.[3*]Oc1cccc(Oc2ccc(C(=O)Oc3cccc(OC(=O)c4ccc([4*])cc4)c3)cc2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],12.53
['[1*]Oc1cccc(Oc2ccc(C(=O)Oc3ccc(OC(=O)c4ccc([2*])cc4)cc3)cc2)c1.[3*]Oc1cccc(Oc2ccc(C(=O)Oc3ccc(OC(=O)c4ccc([4*])cc4)cc3)cc2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],43.84
['[1*]Oc1cccc(C(=O)c2ccc([2*])cc2)c1.[3*]Oc1cccc(C(=O)c2ccc([4*])cc2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],47.28
['[1*]CC(CS(C)(=O)=O)O[2*].[3*]CC(CS(C)(=O)=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],0.37
['[1*]CC(CS(=O)(=O)CCC)O[2*].[3*]CC(CS(=O)(=O)CCC)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],0.16
['[1*]CC(CS(=O)(=O)CCCC)O[2*].[3*]CC(CS(=O)(=O)CCCC)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],0.13
['[1*]CC(CS(=O)(=O)CCCCC)O[2*].[3*]CC(CS(=O)(=O)CCCCC)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],0.44
['[1*]Oc1cccc(C(=O)c2ccc(Oc3ccc(C(=O)c4ccc([2*])cc4)cc3)cc2)c1.[3*]Oc1cccc(C(=O)c2ccc(Oc3ccc(C(=O)c4ccc([4*])cc4)cc3)cc2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],92.57
['[1*]Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(OCCCCCCCCCCOc4ccc(C([2*])=O)cc4)cc3)cc2)cc1.[3*]Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(OCCCCCCCCCCOc4ccc(C([4*])=O)cc4)cc3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],22.1
['[1*]CCCCCCCCOC(=O)Nc1ccc(NC(=O)OCCCCCCCCOc2ccc(-c3ccc(O[2*])cc3)cc2)c(C)c1.[3*]CCCCCCCCOC(=O)Nc1ccc(NC(=O)OCCCCCCCCOc2ccc(-c3ccc(O[4*])cc3)cc2)c(C)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],11.3
['[1*]CCCCCCCCCCCOC(=O)Nc1ccc(NC(=O)OCCCCCCCCCCCOc2ccc(-c3ccc(O[2*])cc3)cc2)c(C)c1.[3*]CCCCCCCCCCCOC(=O)Nc1ccc(NC(=O)OCCCCCCCCCCCOc2ccc(-c3ccc(O[4*])cc3)cc2)c(C)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],28.22
['[1*]CCCCCCOC(=O)Nc1ccc(NC(=O)OCCCCCCOc2ccc(-c3ccc(O[2*])cc3)cc2)c(C)c1.[3*]CCCCCCOC(=O)Nc1ccc(NC(=O)OCCCCCCOc2ccc(-c3ccc(O[4*])cc3)cc2)c(C)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],15.32
['[1*]Oc1cc(C(=O)c2ccccc2)c(Oc2ccc([2*])cc2)cc1C(=O)c1ccccc1.[3*]Oc1cc(C(=O)c2ccccc2)c(Oc2ccc([4*])cc2)cc1C(=O)c1ccccc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],72.56
['[1*]CCOCCOCCOc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(O[2*])cc3)cc2)cc1.[3*]CCOCCOCCOc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(O[4*])cc3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],55.55
['[1*]CCCNC(=O)CCCCCCCCC(=O)NCCCOCCOCCO[2*].[3*]CCCNC(=O)CCCCCCCCC(=O)NCCCOCCOCCO[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],27.62
['[1*]CCCNC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NCCCOCCOCCO[2*].[3*]CCCNC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NCCCOCCOCCO[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],46.76
['[1*]CCCNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NCCCOCCOCCO[2*].[3*]CCCNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NCCCOCCOCCO[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],47.64
['[1*]CCCNC(=O)CNC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NCC(=O)NCCCOCCOCCO[2*])C(C)C)C(C)C.[3*]CCCNC(=O)CNC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NCC(=O)NCCCOCCOCCO[4*])C(C)C)C(C)C|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],42.16
['[1*]CCCNC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NCCCOCCOCCO[2*])C(C)C)C(C)C.[3*]CCCNC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NCCCOCCOCCO[4*])C(C)C)C(C)C|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],44.71
['[1*]CCOCCOCCOCCOCc1cc(CO[2*])cc(OCCCCCCCCCCCCCCCC)c1.[3*]CCOCCOCCOCCOCc1cc(CO[4*])cc(OCCCCCCCCCCCCCCCC)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],26.35
['[1*]CCCCOc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(O[2*])cc3)c(C(=O)OCC=C)c2)cc1.[3*]CCCCOc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(O[4*])cc3)c(C(=O)OCC=C)c2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],10.14
['[1*]OC(=O)CNC(=O)CCCCCCCCC(=O)NCC(=O)OC1COC2C([2*])COC12.[3*]OC(=O)CNC(=O)CCCCCCCCC(=O)NCC(=O)OC1COC2C([4*])COC12|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],33.84
['[1*]OC(=O)CNC(=O)CNC(=O)CCCCCCCCC(=O)NCC(=O)NCC(=O)OC1COC2C([2*])COC12.[3*]OC(=O)CNC(=O)CNC(=O)CCCCCCCCC(=O)NCC(=O)NCC(=O)OC1COC2C([4*])COC12|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],19.94
['[1*]Oc1ccc(-c2ccc(Oc3ccc(C(=O)c4ccc(C(=O)c5ccc([2*])cc5)cc4)cc3)cc2)cc1.[3*]Oc1ccc(-c2ccc(Oc3ccc(C(=O)c4ccc(C(=O)c5ccc([4*])cc5)cc4)cc3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],63.91
['[1*]c1ccc(OCCCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCCOc2cccc(-c3nnc([2*])s3)c2)cc1.[3*]c1ccc(OCCCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCCOc2cccc(-c3nnc([4*])s3)c2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],30.69
['[1*]c1ccc(OCCCCCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCCCCCOc2cccc(-c3nnc([2*])s3)c2)cc1.[3*]c1ccc(OCCCCCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCCCCCOc2cccc(-c3nnc([4*])s3)c2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],24.74
['[1*]c1cccc(OCCCCCCCCCCCOC(=O)c2cccc(C(=O)OCCCCCCCCCCCOc3cccc(-c4nnc([2*])s4)c3)c2)c1.[3*]c1cccc(OCCCCCCCCCCCOC(=O)c2cccc(C(=O)OCCCCCCCCCCCOc3cccc(-c4nnc([4*])s4)c3)c2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],24.19
['[1*]c1cccc(OCCCCCCCCCCCOC(=O)c2ccc(C(=O)OCCCCCCCCCCCOc3cccc(-c4nnc([2*])s4)c3)cc2)c1.[3*]c1cccc(OCCCCCCCCCCCOC(=O)c2ccc(C(=O)OCCCCCCCCCCCOc3cccc(-c4nnc([4*])s4)c3)cc2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],17.01
['[1*]c1cccc(OCCCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCCOc2cccc(-c3nnc([2*])s3)c2)c1.[3*]c1cccc(OCCCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCCOc2cccc(-c3nnc([4*])s3)c2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],28.24
['[1*]c1cccc(OCCCCCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCCCCCOc2cccc(-c3nnc([2*])s3)c2)c1.[3*]c1cccc(OCCCCCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCCCCCOc2cccc(-c3nnc([4*])s3)c2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],23.02
['[1*]Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C([2*])=O)cc5)cc4)cc3)cc2)c1.[3*]Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C([4*])=O)cc5)cc4)cc3)cc2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],4.37
['[1*]Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C([2*])=O)cc5)cc4F)c(F)c3)cc2)c1.[3*]Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C([4*])=O)cc5)cc4F)c(F)c3)cc2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],17.55
['[1*]Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C([2*])=O)cc5)cc4Cl)c(Cl)c3)cc2)c1.[3*]Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C([4*])=O)cc5)cc4Cl)c(Cl)c3)cc2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],12.53
['[1*]Oc1cc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C([2*])=O)cc5)cc4)cc3)cc2)c(Cl)cc1Cl.[3*]Oc1cc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C([4*])=O)cc5)cc4)cc3)cc2)c(Cl)cc1Cl|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],12.53
['[1*]Oc1cc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C([2*])=O)cc5)cc4F)c(F)c3)cc2)c(Cl)cc1Cl.[3*]Oc1cc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C([4*])=O)cc5)cc4F)c(F)c3)cc2)c(Cl)cc1Cl|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],19.01
['[1*]Oc1cc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C([2*])=O)cc5)cc4Cl)c(Cl)c3)cc2)c(Cl)cc1Cl.[3*]Oc1cc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C([4*])=O)cc5)cc4Cl)c(Cl)c3)cc2)c(Cl)cc1Cl|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],20.02
['[1*]Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCCCCCCCOc4ccc(N=Cc5ccc(C([2*])=O)cc5)cc4)cc3)cc2)c1.[3*]Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCCCCCCCOc4ccc(N=Cc5ccc(C([4*])=O)cc5)cc4)cc3)cc2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],25.45
['[1*]Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCCCCCCCOc4ccc(N=Cc5ccc(C([2*])=O)cc5)cc4F)c(F)c3)cc2)c1.[3*]Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCCCCCCCOc4ccc(N=Cc5ccc(C([4*])=O)cc5)cc4F)c(F)c3)cc2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],26.81
['[1*]Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCCCCCCCOc4ccc(N=Cc5ccc(C([2*])=O)cc5)cc4Cl)c(Cl)c3)cc2)c1.[3*]Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCCCCCCCOc4ccc(N=Cc5ccc(C([4*])=O)cc5)cc4Cl)c(Cl)c3)cc2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],17.81
['[1*]Oc1cc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCCCCCCCOc4ccc(N=Cc5ccc(C([2*])=O)cc5)cc4)cc3)cc2)c(Cl)cc1Cl.[3*]Oc1cc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCCCCCCCOc4ccc(N=Cc5ccc(C([4*])=O)cc5)cc4)cc3)cc2)c(Cl)cc1Cl|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],39.32
['[1*]Oc1cc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCCCCCCCOc4ccc(N=Cc5ccc(C([2*])=O)cc5)cc4F)c(F)c3)cc2)c(Cl)cc1Cl.[3*]Oc1cc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCCCCCCCOc4ccc(N=Cc5ccc(C([4*])=O)cc5)cc4F)c(F)c3)cc2)c(Cl)cc1Cl|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],13.69
['[1*]Oc1cc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCCCCCCCOc4ccc(N=Cc5ccc(C([2*])=O)cc5)cc4Cl)c(Cl)c3)cc2)c(Cl)cc1Cl.[3*]Oc1cc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCCCCCCCOc4ccc(N=Cc5ccc(C([4*])=O)cc5)cc4Cl)c(Cl)c3)cc2)c(Cl)cc1Cl|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],10.75
['[1*]Oc1ccc(N=Cc2ccc(Oc3ccc(C(C)(C)c4ccc(Oc5ccc(C=Nc6ccc(Oc7ccc(-c8ccc([2*])cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1.[3*]Oc1ccc(N=Cc2ccc(Oc3ccc(C(C)(C)c4ccc(Oc5ccc(C=Nc6ccc(Oc7ccc(-c8ccc([4*])cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],9.78
['[1*]Oc1ccc(N=Cc2ccc(Oc3ccc(C(c4ccc(Oc5ccc(C=Nc6ccc(Oc7ccc(-c8ccc([2*])cc8)cc7)cc6)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1.[3*]Oc1ccc(N=Cc2ccc(Oc3ccc(C(c4ccc(Oc5ccc(C=Nc6ccc(Oc7ccc(-c8ccc([4*])cc8)cc7)cc6)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],8.63
['[1*]Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C=Nc4ccc(Oc5ccc(-c6ccc(Oc7ccc(N=Cc8ccc([2*])cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1.[3*]Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C=Nc4ccc(Oc5ccc(-c6ccc(Oc7ccc(N=Cc8ccc([4*])cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],6.06
['[1*]C=Nc1ccc(C(=O)OCCCCOCCCCOCCCCOC(=O)c2ccc(N=Cc3ccc([2*])s3)cc2)cc1.[3*]C=Nc1ccc(C(=O)OCCCCOCCCCOCCCCOC(=O)c2ccc(N=Cc3ccc([4*])s3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],6.58
['[1*]CCCCOCCCCOCCCCOC(=O)c1ccc(N=Cc2cc(OCCC(C)CCCC(C)C)c(C=Nc3ccc(C(=O)O[2*])cc3)cc2OCCC(C)CCCC(C)C)cc1.[3*]CCCCOCCCCOCCCCOC(=O)c1ccc(N=Cc2cc(OCCC(C)CCCC(C)C)c(C=Nc3ccc(C(=O)O[4*])cc3)cc2OCCC(C)CCCC(C)C)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],37.44
['[1*]CC(CC)(CC)CS[2*].[3*]CC(CC)(CC)CS[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],42.66
['[1*]c1cc(CCCCCCCCCCCC)c([2*])s1.[3*]c1cc(CCCCCCCCCCCC)c([4*])s1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],7.63
['[1*]c1cc(CCCCCC)c([2*])s1.[3*]c1cc(CCCCCC)c([4*])s1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],10.8
['[1*]c1cc(CCCCCCCC)c([2*])s1.[3*]c1cc(CCCCCCCC)c([4*])s1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],9.05
['[1*]c1cc(CCCC)c([2*])s1.[3*]c1cc(CCCC)c([4*])s1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],12.76
['[1*]C=Cc1cccc(OC(=O)CCCCCCCCC(=O)Oc2ccc(-c3nnc([2*])s3)cc2)c1.[3*]C=Cc1cccc(OC(=O)CCCCCCCCC(=O)Oc2ccc(-c3nnc([4*])s3)cc2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],3.03
['[1*]C=Cc1ccc(OC(=O)CCCCCCCCC(=O)Oc2cccc(-c3nnc([2*])s3)c2)cc1.[3*]C=Cc1ccc(OC(=O)CCCCCCCCC(=O)Oc2cccc(-c3nnc([4*])s3)c2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],10.77
['[1*]C=Cc1ccc(OC(=O)CCCCCCCCC(=O)Oc2ccc(-c3nnc([2*])s3)cc2)cc1.[3*]C=Cc1ccc(OC(=O)CCCCCCCCC(=O)Oc2ccc(-c3nnc([4*])s3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],8.94
['[1*]C=Cc1cccc(OC(=O)CCCCCCCCC(=O)Oc2cccc(-c3nnc([2*])s3)c2)c1.[3*]C=Cc1cccc(OC(=O)CCCCCCCCC(=O)Oc2cccc(-c3nnc([4*])s3)c2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],12.49
['[1*]CCCCOC(=O)CCSCCCCCCSCCC(=O)O[2*].[3*]CCCCOC(=O)CCSCCCCCCSCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],29.63
['[1*]Oc1ccc(OC(=O)c2cccc(C([2*])=O)c2)cc1.[3*]Oc1ccc(OC(=O)c2cccc(C([4*])=O)c2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],77.61
