wdgraph,value
['[1*]CCCCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[2*])cc2)cc1.[3*]CCCCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[4*])cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],17.1
['[1*]OC(C)(CC([2*])=O)C(F)(F)F.[3*]OC(C)(CC([4*])=O)C(F)(F)F|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],1.69
['[1*]Oc1ccc(OC(=O)c2ccc(-c3ccc(C([2*])=O)cc3)cc2)cc1.[3*]Oc1ccc(OC(=O)c2ccc(-c3ccc(C([4*])=O)cc3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],0.64
['[1*]Oc1ccc2cc(OC(=O)c3ccc(-c4ccc(C([2*])=O)cc4)cc3)ccc2c1.[3*]Oc1ccc2cc(OC(=O)c3ccc(-c4ccc(C([4*])=O)cc4)cc3)ccc2c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],34.61
['[1*]OC(CCCCCCC=C)CC([2*])=O.[3*]OC(CCCCCCC=C)CC([4*])=O|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],13.86
['[1*]OC(CCc1ccccc1)CC([2*])=O.[3*]OC(CCc1ccccc1)CC([4*])=O|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],3.08
['[1*]OC(CCCCC)CC([2*])=O.[3*]OC(CCCCC)CC([4*])=O|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],50.92
['[1*]Oc1ccc(C([2*])=O)cc1CCC.[3*]Oc1ccc(C([4*])=O)cc1CCC|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],32.4
['[1*]CCCCCCOC(=O)CC=CCC(=O)O[2*].[3*]CCCCCCOC(=O)CC=CCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],77.09
['[1*]CCCCCCCCCCOC(=O)CC=CCC(=O)O[2*].[3*]CCCCCCCCCCOC(=O)CC=CCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],84.02
['[1*]CCCCCCCCCCCCOC(=O)CC=CCC(=O)O[2*].[3*]CCCCCCCCCCCCOC(=O)CC=CCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],89.84
['[1*]CCCCCCCCCCCCCCOC(=O)CC=CCC(=O)O[2*].[3*]CCCCCCCCCCCCCCOC(=O)CC=CCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],82.99
['[1*]CCCCCCOC(=O)CCC=CCCC(=O)O[2*].[3*]CCCCCCOC(=O)CCC=CCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],63.8
['[1*]CCCCCCCCCCCCOC(=O)CCC=CCCC(=O)O[2*].[3*]CCCCCCCCCCCCOC(=O)CCC=CCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],93.31
['[1*]CCCCCCCCCCCCCCOC(=O)CCC=CCCC(=O)O[2*].[3*]CCCCCCCCCCCCCCOC(=O)CCC=CCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],81.89
['[1*]CC(=O)NC(C)C(=O)O[2*].[3*]CC(=O)NC(C)C(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],90.21
['[1*]Oc1ccc(CCNC(=O)c2cccc(C(=O)NCCc3ccc(OC(=O)c4cccc(C([2*])=O)c4)cc3)c2)cc1.[3*]Oc1ccc(CCNC(=O)c2cccc(C(=O)NCCc3ccc(OC(=O)c4cccc(C([4*])=O)c4)cc3)c2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],44.38
['[1*]Oc1ccc(CCNC(=O)c2cccc(C([2*])=O)c2)cc1.[3*]Oc1ccc(CCNC(=O)c2cccc(C([4*])=O)c2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],21.5
['[1*]Oc1cc(OC(=O)c2ccc(OC)cc2)c(OC(=O)CCCCCCCCCCCCCCC([2*])=O)cc1OC(=O)c1ccc(OC)cc1.[3*]Oc1cc(OC(=O)c2ccc(OC)cc2)c(OC(=O)CCCCCCCCCCCCCCC([4*])=O)cc1OC(=O)c1ccc(OC)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],37.08
['[1*]Oc1cc(OC(=O)c2ccc(OCC)cc2)c(OC(=O)CCCCCCCCCCCCCCC([2*])=O)cc1OC(=O)c1ccc(OCC)cc1.[3*]Oc1cc(OC(=O)c2ccc(OCC)cc2)c(OC(=O)CCCCCCCCCCCCCCC([4*])=O)cc1OC(=O)c1ccc(OCC)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],34.21
['[1*]Oc1cc(OC(=O)c2ccc(OCCC)cc2)c(OC(=O)CCCCCCCCCCCCCCC([2*])=O)cc1OC(=O)c1ccc(OCCC)cc1.[3*]Oc1cc(OC(=O)c2ccc(OCCC)cc2)c(OC(=O)CCCCCCCCCCCCCCC([4*])=O)cc1OC(=O)c1ccc(OCCC)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],28.48
['[1*]Oc1cc(OC(=O)c2ccc(OCCCC)cc2)c(OC(=O)CCCCCCCCCCCCCCC([2*])=O)cc1OC(=O)c1ccc(OCCCC)cc1.[3*]Oc1cc(OC(=O)c2ccc(OCCCC)cc2)c(OC(=O)CCCCCCCCCCCCCCC([4*])=O)cc1OC(=O)c1ccc(OCCCC)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],19.6
['[1*]Oc1cc(OC(=O)c2ccc(OCCCCC)cc2)c(OC(=O)CCCCCCCCCCCCCCC([2*])=O)cc1OC(=O)c1ccc(OCCCCC)cc1.[3*]Oc1cc(OC(=O)c2ccc(OCCCCC)cc2)c(OC(=O)CCCCCCCCCCCCCCC([4*])=O)cc1OC(=O)c1ccc(OCCCCC)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],16.08
['[1*]Oc1cc(OC(=O)c2ccc(OCCCC)cc2)c(OC(=O)CCCCCCCC([2*])=O)cc1OC(=O)c1ccc(OCCCC)cc1.[3*]Oc1cc(OC(=O)c2ccc(OCCCC)cc2)c(OC(=O)CCCCCCCC([4*])=O)cc1OC(=O)c1ccc(OCCCC)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],29.15
['[1*]Oc1cc(OC(=O)c2ccc(OCCCC)cc2)c(OC(=O)CCCCCC([2*])=O)cc1OC(=O)c1ccc(OCCCC)cc1.[3*]Oc1cc(OC(=O)c2ccc(OCCCC)cc2)c(OC(=O)CCCCCC([4*])=O)cc1OC(=O)c1ccc(OCCCC)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],32.7
['[1*]Oc1cc(OC(=O)c2ccc(C)cc2)c(OC(=O)CCCCCCCCCCCCCCC([2*])=O)cc1OC(=O)c1ccc(C)cc1.[3*]Oc1cc(OC(=O)c2ccc(C)cc2)c(OC(=O)CCCCCCCCCCCCCCC([4*])=O)cc1OC(=O)c1ccc(C)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],35.53
['[1*]CCc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(CCOC(=O)c4cccc(C(=O)O[2*])c4)cc3)c2)cc1.[3*]CCc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(CCOC(=O)c4cccc(C(=O)O[4*])c4)cc3)c2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],57.22
['[1*]Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc(C([2*])=O)c2)cc1.[3*]Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc(C([4*])=O)c2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],3.92
['[1*]Oc1cc(OCCOC)c(OC(=O)c2ccc(C([2*])=O)cc2OCCOCC)cc1OCCOC.[3*]Oc1cc(OCCOC)c(OC(=O)c2ccc(C([4*])=O)cc2OCCOCC)cc1OCCOC|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],5.48
['[1*]CC(=O)NCC(=O)O[2*].[3*]CC(=O)NCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],24.83
['[1*]Oc1cc(OCCOC)c(OC(=O)c2ccc(C([2*])=O)cc2-c2ccccc2)cc1OCCOC.[3*]Oc1cc(OCCOC)c(OC(=O)c2ccc(C([4*])=O)cc2-c2ccccc2)cc1OCCOC|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],14.18
['[1*]CCCCCCCCCOC(=O)C(O)C(O)C(=O)O[2*].[3*]CCCCCCCCCOC(=O)C(O)C(O)C(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],48.33
['[1*]CCCCCCCCCOC(=O)CCC(=O)O[2*].[3*]CCCCCCCCCOC(=O)CCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],49.36
['[1*]CCCCCCNC(=O)CCc1ccc(C(C)CC(=O)N[2*])cc1.[3*]CCCCCCNC(=O)CCc1ccc(C(C)CC(=O)N[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],22.96
['[1*]CCCCCCNC(=O)CCC(C)(C)c1ccc(C(C)(C)CCC(=O)N[2*])cc1.[3*]CCCCCCNC(=O)CCC(C)(C)c1ccc(C(C)(C)CCC(=O)N[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],1.61
['[1*]NC(CCC(=O)OCCCCCCCCCC)C([2*])=O.[3*]NC(CCC(=O)OCCCCCCCCCC)C([4*])=O|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],2.92
['[1*]NC(CCC(=O)OCCCCCCCCCCCC)C([2*])=O.[3*]NC(CCC(=O)OCCCCCCCCCCCC)C([4*])=O|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],11.27
['[1*]NC(CCC(=O)OCCCCCCCCCCCCCC)C([2*])=O.[3*]NC(CCC(=O)OCCCCCCCCCCCCCC)C([4*])=O|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],22.28
['[1*]NC(CCC(=O)OCCCCCCCCCCCCCCCC)C([2*])=O.[3*]NC(CCC(=O)OCCCCCCCCCCCCCCCC)C([4*])=O|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],30.47
['[1*]NC(CCC(=O)OCCCCCCCCCCCCCCCCCC)C([2*])=O.[3*]NC(CCC(=O)OCCCCCCCCCCCCCCCCCC)C([4*])=O|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],36.87
['[1*]CCCC(C)CNC(=O)c1ccc(C(=O)N[2*])cc1.[3*]CCCC(C)CNC(=O)c1ccc(C(=O)N[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],27.74
['[1*]C(=O)c1ccc(N([2*])CCC)cc1.[3*]C(=O)c1ccc(N([4*])CCC)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],38.13
['[1*]C(=O)c1ccc(N([2*])CCCC)cc1.[3*]C(=O)c1ccc(N([4*])CCCC)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],71.56
['[1*]CCCNC(=O)O[2*].[3*]CCCNC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],63.79
['[1*]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N([2*])C7=O)cc5C4=O)cc3)c2)cc1.[3*]c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N([4*])C7=O)cc5C4=O)cc3)c2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],74.47
['[1*]C(=O)Nc1ccc(Oc2ccc(N3C(=O)c4ccc([2*])cc4C3=O)cc2)cc1.[3*]C(=O)Nc1ccc(Oc2ccc(N3C(=O)c4ccc([4*])cc4C3=O)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],73.35
['[1*]c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N([2*])C7=O)cc5C4=O)cc3)cc2)cc1.[3*]c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N([4*])C7=O)cc5C4=O)cc3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],81.52
['[1*]c1ccc(Oc2ccc(Oc3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N([2*])C8=O)cc6C5=O)cc4)cc3)cc2)cc1.[3*]c1ccc(Oc2ccc(Oc3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N([4*])C8=O)cc6C5=O)cc4)cc3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],72.34
['[1*]c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7cccc(Oc8ccc9c(c8)C(=O)N([2*])C9=O)c7)cc6C5=O)cc4)cc3)cc2)cc1.[3*]c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7cccc(Oc8ccc9c(c8)C(=O)N([4*])C9=O)c7)cc6C5=O)cc4)cc3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],98.4
['[1*]c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)N([2*])C8=O)cc6C5=O)cc4)cc3)cc2)cc1.[3*]c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)N([4*])C8=O)cc6C5=O)cc4)cc3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],78.27
['[1*]CCC1C(=O)N(CCCCCCCCCCCC)C(=O)C1[2*].[3*]CCC1C(=O)N(CCCCCCCCCCCC)C(=O)C1[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],5.94
['[1*]CCC1C(=O)N(CCCCCCCCCCCCCCCC)C(=O)C1[2*].[3*]CCC1C(=O)N(CCCCCCCCCCCCCCCC)C(=O)C1[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],8.58
['[1*]CCC1C(=O)N(CCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)C1[2*].[3*]CCC1C(=O)N(CCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)C1[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],3.16
['[1*]CC(CCCCCCCCCCCCCCCC)C1C(=O)N(CCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)C1[2*].[3*]CC(CCCCCCCCCCCCCCCC)C1C(=O)N(CCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)C1[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],2.98
['[1*]CCCOC(=O)O[2*].[3*]CCCOC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],10.25
['[1*]CC(C)(C)COC(=O)O[2*].[3*]CC(C)(C)COC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],26.11
['[1*]CCN([2*])C(=O)CCCCCCCC.[3*]CCN([4*])C(=O)CCCCCCCC|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],16.86
['[1*]CCN([2*])C(=O)CCCCCCCCCC.[3*]CCN([4*])C(=O)CCCCCCCCCC|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],15.83
['[1*]CCN([2*])C(=O)CCCCCCCCCCCC.[3*]CCN([4*])C(=O)CCCCCCCCCCCC|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],13.23
['[1*]CCN([2*])C(=O)CCCCCCCCCCCCC.[3*]CCN([4*])C(=O)CCCCCCCCCCCCC|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],13.42
['[1*]CCN([2*])C(=O)CCCCCCCCCCCCCC.[3*]CCN([4*])C(=O)CCCCCCCCCCCCCC|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],12.58
['[1*]CCN([2*])C(=O)CCCCCCCCCCCCCCC.[3*]CCN([4*])C(=O)CCCCCCCCCCCCCCC|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],11.08
['[1*]CCN([2*])C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[3*]CCN([4*])C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],26.86
['[1*]CCN([2*])C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[3*]CCN([4*])C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],23.27
['[1*]CCN([2*])C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[3*]CCN([4*])C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],24.72
['[1*]CCN([2*])C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[3*]CCN([4*])C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],25.82
['[1*]CCN([2*])C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[3*]CCN([4*])C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],37.92
['[1*]CCN([2*])C(=O)c1ccc(OCCCSCC(=O)O)cc1.[3*]CCN([4*])C(=O)c1ccc(OCCCSCC(=O)O)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],11.78
['[1*]CCN([2*])C(=O)CCCCCCCCC=C.[3*]CCN([4*])C(=O)CCCCCCCCC=C|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],17.53
['[1*]CCN([2*])C(=O)CCCCCCCCCCO.[3*]CCN([4*])C(=O)CCCCCCCCCCO|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],28.17
['[1*]CCN([2*])C(=O)CCCCCCCCC.[3*]CCN([4*])C(=O)CCCCCCCCC|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],18.09
['[1*]CC(CC)N([2*])C(=O)CCCC.[3*]CC(CC)N([4*])C(=O)CCCC|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],17.5
['[1*]c1cc(-c2ccc(OCCCCCCCCCCS(=O)(=O)O)c(S([2*])(=O)=O)c2)ccc1OCCCCCCCCCCS(=O)(=O)O.[3*]c1cc(-c2ccc(OCCCCCCCCCCS(=O)(=O)O)c(S([4*])(=O)=O)c2)ccc1OCCCCCCCCCCS(=O)(=O)O|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],5.82
['[1*]C=Cc1cc(OCCCC)c(C=Cc2ccc([2*])cc2)cc1OCCCC.[3*]C=Cc1cc(OCCCC)c(C=Cc2ccc([4*])cc2)cc1OCCCC|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],8.38
['[1*]C([2H])([2H])C([2*])(F)F.[3*]C([2H])([2H])C([4*])(F)F|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],48
['[1*]C([2H])([2H])C([2*])([2H])Cl.[3*]C([2H])([2H])C([4*])([2H])Cl|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],15.78
['[1*]C([2*])(F)F.[3*]C([4*])(F)F|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],31.84
['[1*]C/C=C\\C[2*].[3*]C/C=C\\C[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],25.58
['[1*]O[Si](C)(C)CCCC(=O)Oc1ccc(C=Nc2ccc(N=Cc3ccc(OC(=O)CCC[Si]([2*])(C)C)cc3)cc2)cc1.[3*]O[Si](C)(C)CCCC(=O)Oc1ccc(C=Nc2ccc(N=Cc3ccc(OC(=O)CCC[Si]([4*])(C)C)cc3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],29.05
['[1*]O[Si](C)(C)CCCC(=O)Oc1ccc(C=Nc2ccc(Cc3ccc(N=Cc4ccc(OC(=O)CCC[Si]([2*])(C)C)cc4)cc3)cc2)cc1.[3*]O[Si](C)(C)CCCC(=O)Oc1ccc(C=Nc2ccc(Cc3ccc(N=Cc4ccc(OC(=O)CCC[Si]([4*])(C)C)cc4)cc3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],21.74
['[1*]CCN(CCCCCCOc1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1)CCOC(=O)NCCCCCCNC(=O)O[2*].[3*]CCN(CCCCCCOc1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1)CCOC(=O)NCCCCCCNC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],7.55
